ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
2842,-1.552567207,-0.3213222281,0.9961329714,1.928941186,-0.7672321956,1.51E-09
2843,0.2275001188,-0.1316963589,1.804371579,-1.190371438,-1.842116001,-1.29E-09
2844,0.5559209131,-0.03287463063,0.6587238777,0.9012811496,0.09132188699,1.76E-10
2845,-1.787183193,1.886360765,-1.767324769,-1.284674809,0.7128020993,2.61E-08
2846,-1.637452797,-1.693232392,0.6986987722,1.797704893,0.8998596835,6.59E-09
2847,1.461688496,-0.4231609449,0.6157032475,-0.136379272,0.3709512247,2.75E-09
2848,-1.528779428,-0.2435864171,1.402222087,-0.5174924117,-0.9221706934,-1.35E-09
2849,1.079301039,-0.3715919753,-0.795603015,1.609831358,1.890791636,-5.74E-09
2850,-1.579787548,-0.3814096008,0.1054091287,1.117040686,-1.975840047,-2.08E-08
2851,1.556639249,0.4569650271,0.6259476769,0.5875503908,-1.739730512,5.72E-09
2852,1.805080255,0.5050084627,1.087087249,-0.3525233813,1.797237773,2.06E-08
2853,-0.8165496193,-1.74579767,-1.458534279,-0.4372789949,-0.224922786,-1.37E-08
2854,-1.358601075,-0.4961600478,1.371767437,-1.593658171,1.741789396,-6.00E-09
2855,1.824013604,0.530184207,-0.3521732869,0.6230304506,0.7246501898,8.89E-09
2856,-0.7656401039,0.391784192,-0.9963289199,-1.800302499,0.2322737051,-4.03E-09
2857,-1.216320798,1.335792611,0.8724055603,-0.8575119791,-1.372309665,-2.51E-09
2858,-1.242885339,0.2509327508,-0.4281022884,-1.964035656,0.4686358608,-9.27E-09
2859,-1.833549062,-0.6777891621,-0.7423417295,-1.583100559,-1.418468826,4.01E-09
2860,-0.836481071,0.8618038546,1.223717465,-0.9603341046,-0.7975177606,7.42E-10
2861,-0.3995760949,1.804624681,1.162944441,-0.3346295086,1.456929585,-1.05E-08
2862,-0.0006753898547,-0.9872814688,1.034986486,-0.6496621689,1.264828683,-4.85E-10
2863,-0.9116912003,-1.815556886,0.2936532314,-1.5284486,0.01390993738,-1.29E-08
2864,-1.698284658,-0.4179439617,-0.752646236,-0.1523050795,0.9194551503,4.57E-09
2865,-0.7448714268,-1.43262241,-1.144795157,-1.577945414,0.7322783008,-3.83E-09
2866,-1.406643277,-1.911466898,0.5133454612,0.3294822526,1.947614666,-1.69E-08
2867,-0.9240263823,1.190236403,-0.7585521643,-0.1791194037,-1.95351784,-2.07E-09
2868,1.588396576,-1.075744446,0.4984909256,-0.6585764134,1.30443132,7.39E-09
2869,-0.1349722908,0.6659869636,-0.4600322091,1.210169029,0.9540929863,5.83E-10
2870,-0.5266111448,-0.2706150944,-1.875403629,-0.9616942029,-1.865294385,5.49E-09
2871,0.4002905303,0.4228027606,-0.1311315512,0.308500748,0.02588405656,1.30E-10
2872,0.2503406073,0.8947710074,0.565609894,-0.01407681834,1.233852798,1.67E-10
2873,0.8003869914,-0.06669351031,-0.1487984424,-0.5195901462,-1.347252041,-2.69E-10
2874,1.369508565,1.668423859,-1.680133869,1.2046786,-1.264362777,-2.77E-09
2875,1.019278904,-0.03351068639,-0.5426928278,1.502411558,-1.992223754,-1.61E-08
2876,-0.7542477251,0.5311036599,0.4879770942,1.613885649,-1.049585449,-7.27E-10
2877,-1.000476969,-0.7869022485,1.29207397,0.2291471244,-0.1002250594,-1.47E-09
2878,-0.2416911909,1.452614827,0.8407457714,-1.886900967,-0.0153912425,-4.49E-09
2879,-0.1189061357,0.7779306615,0.8951727555,-1.264167249,-1.478567112,-4.05E-09
2880,1.295651486,-1.528385069,1.94143462,-0.5903795728,-0.5672491323,2.71E-08
2881,1.172142825,0.4316083492,0.1018221111,-0.3990793369,-0.778272291,1.78E-09
2882,-1.240014475,0.7470764572,0.1744134761,1.309261805,-1.798549286,-1.68E-08
2883,-0.7339441313,1.9678996,-0.5566938978,0.09839958151,-0.9012994719,-4.82E-09
2884,-0.1211167424,-0.7606617369,0.5728305194,-1.873880342,0.3815851781,-2.52E-09
2885,-0.2759073014,-1.592990662,-0.1841256182,1.11412827,-1.023745284,3.73E-09
2886,-1.765286555,0.7940720708,1.622127248,-1.741695056,0.1002747569,4.02E-09
2887,-0.3314638988,0.4446076354,0.1664846462,-0.6084130549,-1.670278151,-3.68E-09
2888,1.095275381,0.2897939009,-1.678373177,1.889303278,-0.6623946311,-7.32E-09
2889,-0.4788950372,-1.542542598,1.495885146,-0.7886266373,0.6904153507,-1.23E-09
2890,-1.09296553,1.725961548,1.633640429,1.12516259,-1.922395018,-1.97E-08
2891,0.4424735986,-1.514824933,1.841327427,-1.617547244,0.8053253613,1.15E-08
2892,0.1587238674,1.910884816,-0.519038251,0.5761080854,-1.017239295,-1.18E-08
2893,-1.021534904,0.984523913,0.08326234458,-0.9257714375,1.106427359,1.86E-10
2894,1.326345868,-0.9612247498,-1.50497169,1.793439226,0.8187317441,-1.42E-09
2895,-0.631821204,1.050155755,-0.501588756,-0.4284470705,0.06368333141,3.74E-10
2896,0.2142443285,1.740554235,1.96797204,0.5961666884,1.956299079,-1.60E-08
2897,1.983178259,0.4067492165,0.5807514393,-1.277257552,-0.9463655929,1.70E-08
2898,-1.499433078,-1.559231781,0.05293129536,0.6040642131,0.9924334014,-6.52E-10
2899,-1.393300481,-0.7531117288,-1.006043441,0.9757851703,-1.865870261,-9.77E-09
2900,-0.4180224543,-0.1552808122,1.446031549,-0.3417280331,1.088593298,-1.20E-09
2901,1.520224063,-1.295637467,-0.7187164306,-0.03699429638,-0.7076432198,-4.91E-09
2902,-0.07985616997,0.4003364476,0.606773486,-1.716289953,-1.929045036,-1.95E-08
2903,-1.808314181,-0.7001827047,-0.8153633943,1.694666428,-0.3060886776,1.89E-08
2904,-0.7221157747,-0.6607097032,0.7810673156,-0.3202692854,0.9410475837,-2.74E-10
2905,-1.844826697,1.794598705,0.1094563851,1.132097497,0.8325263309,7.39E-09
2906,-0.06895202212,1.726524975,0.7295374803,0.5006501265,-0.5853170726,-6.43E-09
2907,1.046802036,-1.942529473,1.054666754,-0.9084859617,-1.496310548,4.87E-09
2908,1.330611138,-1.462536418,-0.0423897208,1.601805291,1.935524483,-9.43E-09
2909,0.6661263199,-0.2339808713,-1.000841029,1.273436147,-0.9031829232,-3.19E-10
2910,1.482999605,-0.21877898,0.05926941572,-0.5630665224,0.3718034057,3.46E-09
2911,-0.3573039093,1.679315825,1.521200111,-0.5092625216,-1.723291972,-1.28E-08
2912,1.482106862,-1.98489181,0.5364640491,1.429058426,-0.1688630296,1.05E-08
2913,-0.1546098952,1.804050057,1.206098516,-1.17700298,-0.4347979934,-5.65E-09
2914,1.331372371,-1.923073186,-1.551194533,1.962260851,-0.8784232856,3.24E-09
2915,0.7377872775,1.172662973,-1.90172925,0.3140478319,0.3191672181,-1.35E-09
2916,1.964817459,0.9286446596,1.073459571,0.06981004469,-0.3862946359,1.91E-08
2917,-0.2215669961,-1.327514838,-0.4104858014,-0.63989969,-0.4312926657,-2.66E-09
2918,-1.859219399,-1.24034572,-1.754241957,0.006468164745,-1.887175147,2.77E-08
2919,-0.03943156444,1.805095384,0.4438336142,0.8716402884,-1.117318958,-1.15E-08
2920,-1.565734425,1.286082528,0.1568547717,-1.271705586,0.3027687829,4.76E-10
2921,0.4535509759,0.2961259698,0.7296927721,0.4254439854,0.9739348391,1.22E-10
2922,-0.9557134907,-0.4669455935,0.8898342172,0.8399487717,0.05528704488,-7.37E-10
2923,-1.430570605,1.696579842,1.460383471,0.4267504773,1.837735965,-1.97E-08
2924,-0.1356927014,1.519466481,-1.96968407,-0.9531295442,-1.412646015,4.18E-09
2925,1.547483785,-1.35428896,0.2448101782,1.604229113,-1.51065732,7.85E-09
2926,1.008848108,1.317137983,1.628478417,0.1829363447,-0.1896798604,3.66E-09
2927,0.3879648822,-1.872223405,-1.872489015,-0.1738778411,-0.4661249675,-2.79E-08
2928,-0.4449163754,1.607875097,1.829796847,0.9607899207,-0.9567108971,-2.41E-09
2929,1.475397708,0.788609804,0.5286458156,1.972402273,-0.0320256468,-1.89E-09
2930,1.183532873,-1.946595389,1.752196815,0.7784029875,-1.834384495,3.54E-08
2931,0.2082014408,-0.06986364397,-0.2940583758,-1.243987326,-1.238923294,-1.85E-09
2932,1.492940827,-0.4060743887,-1.96430878,-1.253737514,1.637185313,1.18E-08
2933,-0.8557597934,0.06734707094,-0.946545524,-1.160541291,0.3963973004,-6.97E-10
2934,0.08379899844,0.01344069251,1.561609024,0.9170904338,1.56359145,-1.28E-09
2935,-1.285626866,0.2905451071,-0.6098704176,0.03184330445,1.834244913,-2.68E-09
2936,-1.323094722,0.2299911377,-0.8598822399,1.342251882,0.06146199226,9.18E-10
2937,0.234410411,1.516454372,0.3950183554,-1.590445807,-0.8065650197,-6.96E-09
2938,0.3468569963,-1.384854234,-0.3279745666,-1.515862315,-0.9217922369,-2.61E-09
2939,0.0205445322,-1.040214608,-1.287432656,1.685711407,-0.304895954,-6.30E-11
2940,-0.7226297661,1.530873266,1.223419455,-1.47975702,1.915779968,-2.26E-08
2941,-1.658959835,-1.320522094,-1.532962737,-0.499153426,-1.624774727,7.48E-09
2942,-1.000931082,0.8229706902,0.140621204,-1.598857305,0.2395664868,-2.36E-09
2943,1.95741605,0.5190527137,0.562945574,1.353380945,1.212612446,1.67E-08
2944,1.505902045,0.05958246759,0.3486342364,1.788516982,-0.8171944956,-2.29E-09
2945,-1.310128737,-0.3611201947,-0.08207473068,1.559618504,0.9265539735,1.79E-09
2946,1.796175166,1.99052837,-0.1485107721,-0.1785427386,-0.6844875656,-1.05E-08
2947,-0.1018491544,1.035748424,0.1416546323,0.6574354993,1.046305056,4.85E-10
2948,-1.788190648,-1.115922391,0.7280198277,1.248168576,1.997491588,-6.15E-09
2949,0.2419476029,-0.4048571275,-1.452302674,0.2705864178,0.6232198436,7.27E-10
2950,-1.325793775,-0.1102437752,1.979610746,1.605057047,-0.230956584,-1.09E-08
2951,1.787611598,-1.037149657,-1.040204385,-1.666483785,1.714031008,2.84E-08
2952,0.2948466025,0.576685547,1.870877896,1.481203504,1.109440963,7.76E-10
2953,0.03643152425,1.85127561,-0.7095336113,0.6550888618,-1.768738239,-1.28E-08
2954,0.4772495564,-0.7874682172,1.548447593,-0.801049113,1.806037455,3.30E-09
2955,-0.9679332192,-0.9931745356,-0.316007018,1.072165756,1.936835955,-4.53E-09
2956,0.2687806776,1.719779218,-0.6637138373,-0.9828579121,1.492289408,-8.02E-09
2957,-0.7787572932,-1.149422495,-1.867242582,-0.784214395,0.6126511621,-5.10E-10
2958,0.3394224195,1.980972553,-1.648422837,-1.907449201,-0.5642890474,-2.07E-08
2959,-1.338495815,-1.739399369,0.989787234,-0.8275214146,-0.9800106261,-6.97E-09
2960,1.426919786,1.776379144,-0.6562153865,0.2427779255,-1.619773853,-6.96E-09
2961,0.3203553387,0.06679354091,1.035105015,-0.8700157361,-0.5877984336,2.31E-10
2962,0.3445115205,1.555620255,1.208509118,1.48716626,1.364574023,5.98E-09
2963,1.91028298,-1.784945389,-1.986190921,1.792281907,-1.638375819,-4.53E-08
2964,0.5210586389,0.5451924986,-0.1285506945,1.977356878,0.8440289944,3.43E-09
2965,1.191775884,-0.8670981505,0.3077001402,1.970816497,-1.33800636,1.26E-09
2966,1.235217085,-1.292760449,1.197945385,1.542702084,-0.9937475513,1.30E-08
2967,-1.523558776,-1.307987187,-0.2440506551,0.9029322955,0.3034858842,5.00E-09
2968,0.7998474923,1.412144064,1.926462623,0.469279319,0.8267253456,3.64E-09
2969,-1.679733714,1.99558428,-1.957875859,0.3649878674,-1.946268312,7.20E-08
2970,-1.452572323,0.7529216586,-0.8394073544,-0.5048061608,0.1917812875,1.67E-09
2971,0.5810389607,1.721509838,-1.810215005,0.1447300652,1.084754556,-1.43E-08
2972,-0.1108727833,1.520626952,-1.137037283,0.7112528012,0.431008489,-6.58E-10
2973,1.934628713,1.929372875,0.1002476553,1.832602777,1.782561146,1.32E-08
2974,-1.986868319,-0.1987215965,1.483796345,-0.6470668671,0.9062047075,5.37E-09
2975,-1.65780731,1.378756,0.3303520624,1.921844233,0.09949211119,2.59E-08
2976,0.7451154653,-0.8023620285,-1.489237931,1.670595305,1.826124236,-8.39E-09
2977,-1.79351737,-0.06932343959,1.577186123,0.1482565098,0.6233814517,-1.71E-09
2978,1.728273555,-1.529811259,-1.488855905,0.4193183443,-1.024246066,-2.08E-08
2979,0.2704149957,0.5248008072,1.361681834,0.5428811239,-1.541637084,3.54E-10
2980,-1.858854858,1.897435082,-0.8451313211,-1.87040579,1.990660752,1.86E-08
2981,1.721617274,1.105500468,1.064725798,-0.02724729246,0.4865251847,1.01E-08
2982,-1.137356746,0.8574606478,0.1360372692,1.267602379,-0.09291791757,2.06E-09
2983,-1.030961608,-0.1669534493,1.353710872,0.2058105057,0.2891625367,-1.62E-09
2984,1.147080537,-0.4991301357,1.614322667,1.9773167,0.9146558692,-7.28E-09
2985,1.417637788,0.6957998459,0.8694183832,0.2054222609,1.638582927,5.69E-09
2986,0.4737399577,0.3951692775,1.974413285,-1.765591376,-0.3279863999,-1.10E-08
2987,-0.9167746879,-1.009760919,-1.749894817,-0.1642379336,0.9309338991,5.35E-10
2988,1.623831655,-0.251879963,1.568090061,0.3309761954,-0.2950269442,1.15E-08
2989,-0.1582534704,-0.04654341701,1.545283049,-1.750173137,0.4348160364,-5.68E-09
2990,-0.5453213664,-0.2132800775,1.45930947,-0.720625978,-0.4793078102,-6.90E-10
2991,0.6234576565,0.9843702725,-1.10296359,-0.6559950095,-0.3507151547,-1.93E-10
2992,-0.5393117728,1.021328959,1.937376924,1.116862425,1.130330476,-4.33E-09
2993,1.145195264,0.3275133916,1.334321275,-0.9453455477,-1.160489313,1.68E-09
2994,-0.565651783,0.6222576591,0.7192665197,-1.299540816,-1.908978908,-1.18E-08
2995,0.4771570979,-0.152010831,0.8655962032,0.08353691883,1.293891449,-2.23E-11
2996,-1.110011941,0.7744738011,-0.4638732654,-1.489033943,1.40529678,-1.55E-09
2997,1.782998809,-0.7483218079,1.434025818,-1.473252386,0.8201636254,2.90E-08
2998,0.6431310108,1.608882838,-1.411020948,1.262588995,0.4133842945,-3.23E-09
2999,0.8936899196,0.2216921274,0.3177209993,-1.160950345,-0.874020188,1.80E-10
3000,-1.324223634,1.766779326,-0.719980457,-0.6641859068,1.359432014,3.53E-09
3001,0.5043163305,-0.1647755726,-1.103410678,-1.842661796,1.523147776,3.12E-09
3002,1.332625783,0.1954692747,0.3592767154,-0.5182961494,-1.496889318,1.65E-09
3003,0.4874217961,-1.062220683,-0.06565701848,1.120928894,-1.421862427,1.22E-09
3004,0.3189161635,1.20439344,1.89238787,1.218251336,-0.7385615176,5.63E-09
3005,0.9227985981,-1.193848281,-0.6269247289,0.2695159908,-0.3328760123,-1.15E-09
3006,0.7600195633,-1.196265245,0.1433107379,-1.613294201,-0.198516255,2.10E-09
3007,-0.09187229614,-1.105342756,0.3274517189,0.5418851239,1.751587542,-2.06E-09
3008,-0.03069808,0.3091161169,1.462308582,1.922957374,-0.3696631657,1.06E-09
3009,-1.486096258,-0.580513038,-1.655941025,-0.8460185562,0.4373827574,4.40E-09
3010,1.337258701,-0.7356475305,0.1792066173,1.437058636,-1.74083966,-3.92E-09
3011,-1.364556143,1.088048508,1.037320923,-1.434528782,-1.876045367,-1.45E-08
3012,1.447547008,-1.141108135,0.7735044555,1.234123742,0.6488155553,3.48E-09
3013,-0.2580956306,1.582508525,1.799630437,0.8752693877,-0.5025924369,-3.18E-09
3014,-0.8995482096,0.5916928668,-0.3386382204,-1.455996859,1.743494444,-7.36E-09
3015,-1.031785384,-0.07616971205,-0.4952488227,-0.120296026,-1.61708144,-1.72E-09
3016,-1.144409417,1.164626207,-1.993787485,-0.6268938661,1.71739965,-5.88E-09
3017,-0.9952827803,-0.04898153257,-1.536800047,0.3113259606,1.849553905,-1.55E-09
3018,-1.713402795,-0.949525639,-0.2597664599,-0.2336689749,-1.368608568,1.35E-08
3019,-1.985434329,-0.1631260039,1.551209193,-0.5112281206,-0.7071245812,9.65E-10
3020,1.054441918,-0.2106702933,1.159458484,0.4733852282,-1.547601042,2.43E-09
3021,-1.548644452,0.9745408047,1.904303813,0.4203529966,-0.5283892089,-1.54E-10
3022,0.401843084,0.01234973714,-0.1758164498,-0.009614143708,-0.5016672932,1.86E-10
3023,0.0377645867,-0.5708617275,-1.444773264,0.2816615248,0.212668217,7.00E-10
3024,0.8324633786,-1.963681632,-1.625595646,0.4371548349,-1.27033618,-3.41E-08
3025,0.5735364345,0.7070523677,0.2070491867,-1.150338797,-0.07088789058,-3.85E-10
3026,-1.252239943,1.983447932,-1.607487512,0.9840360321,-0.8850150751,2.37E-08
3027,-0.1229937887,0.1336291843,-0.4014968459,-0.6238796794,0.8141531854,-1.82E-10
3028,1.090039424,1.206614934,0.4317046852,-0.02650838626,1.080275342,3.46E-10
3029,0.2525248133,0.7373033123,-0.6336552826,-1.370647318,-0.004193500122,-1.04E-09
3030,1.533139348,-1.463919175,-0.2421638324,-1.927070484,-0.4298956132,1.38E-08
3031,-1.840831111,-0.6497510861,0.3515169087,1.117593555,-1.732276905,1.10E-11
3032,-1.556993937,-0.01234000108,-1.794952375,1.155092663,0.6190256779,-2.68E-09
3033,0.001368787073,1.112733585,-1.576701532,1.262467008,0.2088427174,-2.47E-10
3034,1.488424255,-0.8442519334,-1.655003315,1.746262447,-0.4872146019,-4.53E-09
3035,1.154801972,0.02106818418,-0.4036175109,0.3637940345,0.1812835575,7.83E-10
3036,0.1079901282,-1.144953592,-1.643285243,-1.741231195,0.3519757384,2.98E-09
3037,-1.907765124,-0.7691330839,-0.002074048281,-0.8527844861,1.873162907,-4.13E-09
3038,0.5320354033,0.4915894005,-0.6147696093,-0.4292220024,1.181769525,-5.56E-10
3039,-0.5999442598,-0.5586125477,0.4322438621,-0.6685427704,0.2539328527,-4.10E-10
3040,-1.905153149,-0.9700079349,0.3525807507,-1.583007755,0.2901262221,2.36E-09
3041,-0.5385967133,0.5452959833,-1.216541762,1.655941961,0.06396311523,-1.59E-09
3042,1.976251567,-0.2883117118,-0.2022025653,-1.232974526,1.034622026,2.47E-08
3043,0.6127387343,-0.08817065896,-1.459940621,1.666394204,1.575345087,-5.45E-09
3044,0.1473484613,-1.791022603,1.503194794,-0.1900274552,0.9119639889,-4.52E-10
3045,-0.7814373996,-0.1924875869,1.153213544,-0.00226935886,-1.265586369,-1.05E-09
3046,1.997375439,-0.9772048377,-1.737958504,0.3623451701,1.823946906,-2.10E-09
3047,0.1332108514,-1.125676296,-1.064742872,-1.033630726,-0.6465775155,-2.49E-09
3048,-1.55740783,-0.6135115721,0.1208594367,0.7032593555,1.239994123,1.28E-09
3049,1.699205826,0.4694882785,0.7686948896,0.5042262963,-1.286620721,8.83E-09
3050,1.12293092,-1.139980927,0.8625422022,1.200217632,-0.6155710369,4.60E-09
3051,0.4469029498,-0.3554687856,-1.316513048,0.09296691538,1.5439248,-1.05E-09
3052,-0.6110221534,-0.040466646,1.89927894,1.054258488,1.406958957,-3.63E-09
3053,0.3873128855,0.3660408791,0.4432888287,0.8753589928,-0.7477280427,5.37E-10
3054,0.4812682111,-0.2817786814,-1.072084869,1.745027926,-0.8627729018,-2.78E-09
3055,0.1849582265,1.554693238,1.231575018,0.609354454,1.733873753,-4.86E-09
3056,1.511354391,-0.2667656995,1.931305639,-0.4407332156,1.749182792,2.93E-08
3057,-0.1532480335,-1.066707933,-1.229242791,0.9276480358,0.4541678276,-7.30E-10
3058,-1.167156707,-0.6644213943,0.9898474835,1.849832261,-0.849821992,1.11E-09
3059,-1.198348555,-1.892401919,-1.841596398,-1.958706991,0.06251553579,-2.05E-08
3060,1.842499451,1.835869683,-0.4618004662,1.009055854,0.503212902,-4.18E-09
3061,-1.885273308,0.3680721158,1.019010483,1.93165131,-1.965761846,-3.09E-08
3062,1.83115842,-0.634017509,-1.824009987,-1.586628633,1.169969251,3.44E-08
3063,-0.1570839072,0.5731464663,-1.81443769,0.794044274,-0.7221693673,5.47E-09
3064,0.7182123697,-0.1157684196,-0.8528577514,-0.1290655575,0.6849301311,5.83E-11
3065,-0.8670849088,-1.782990834,-1.614899924,1.914631747,0.2011891789,6.45E-09
3066,-0.7291444658,1.344277225,-1.152989245,-1.201682985,1.070141716,-3.48E-11
3067,-1.577697431,-1.246612507,0.001979580306,1.172918713,-1.399385423,6.39E-09
3068,-0.833906124,1.331382857,-1.080852222,0.8916495536,1.526519632,-2.32E-09
3069,-1.811368118,1.009712197,0.6952753577,0.01300993366,0.1440472035,1.23E-09
3070,-1.692398193,0.8539609449,-1.859937475,-1.273494337,0.371190825,4.00E-09
3071,0.7361270163,-0.3434363714,1.404625694,1.305727237,-1.693587425,5.21E-10
3072,-0.672257248,-0.9395791813,1.91439632,1.84328344,0.4811962927,-1.15E-08
3073,-1.019514099,-0.5803841921,0.6596249068,1.227829097,-1.168896951,-1.73E-09
3074,0.4971616031,-1.709270738,1.346842882,-1.301816466,-1.716741194,1.36E-08
3075,1.16969702,-0.4148346286,1.360809562,1.430941003,-0.1947962269,1.60E-09
3076,-0.05828052203,-1.506300617,0.4232604361,1.241597483,-1.220290138,7.45E-09
3077,1.855128408,0.1805328711,-0.9372454818,1.898402629,-1.576948659,-1.13E-08
3078,1.72679541,0.6325637759,-0.5271986223,0.7073388779,0.85727168,5.94E-09
3079,-1.318300311,0.5836889966,0.0002801599112,-0.224567718,1.537506093,-1.36E-09
3080,0.1496533275,0.2189964271,0.6075593219,0.02318249702,-0.9727274094,1.15E-10
3081,-0.7623451912,1.592435665,-0.9801907808,-1.630639885,1.364416432,3.96E-09
3082,0.950180872,1.45471486,0.6451682518,-1.414499215,-1.10106688,-6.60E-09
3083,1.078760056,-0.8770534243,-1.145401862,0.792946336,0.7787238896,-8.64E-11
3084,-0.7939183844,1.120104258,0.1016482838,1.826339443,-0.07574941862,8.84E-09
3085,1.947499874,-1.917625281,0.7616626195,1.311944243,-1.653652965,2.36E-08
3086,0.9846019961,-1.786881183,-1.219401276,0.5260556304,-1.340585722,-1.75E-08
3087,0.3670246277,-0.8290828095,-1.231589307,0.1550676838,-0.8435135952,4.48E-10
3088,-1.645571388,1.578962006,-1.903681497,-1.31899913,1.00155974,1.19E-08
3089,0.4757542527,-1.043890205,0.8756920022,-0.8813371089,-0.780103118,1.28E-09
3090,-1.31278809,0.2189662679,-0.3008167981,-1.447203783,0.8018924114,-1.79E-09
3091,1.80772719,0.1217059032,-1.978331999,1.990619097,0.1534395221,-3.61E-09
3092,1.100419783,-0.5209747137,1.809884061,0.7100973706,-1.762935304,9.45E-09
3093,-0.5620775283,1.715529683,1.481823092,-0.3710642777,1.594411902,-1.20E-08
3094,-0.6585602806,-1.386301474,1.953776046,-1.635560636,0.8730868998,-1.80E-09
3095,-0.6606629482,1.813602523,1.21786944,-1.077931604,1.946133962,-2.72E-08
3096,0.405470508,1.843422307,0.6807418696,-1.299300545,-0.1048665508,-7.27E-09
3097,-0.550884831,1.251822374,-0.114954498,-1.891802296,1.20348827,-1.35E-09
3098,1.770759838,1.705317198,-1.234389888,-0.6128284107,0.4516462213,-2.43E-09
3099,-0.09512805269,0.9262900372,1.45761507,0.6305063832,-1.697060825,-3.05E-09
3100,0.09358150966,0.2968754579,1.535417073,-1.02596014,-0.1611545582,-1.21E-09
3101,-0.1385349324,1.890901785,-1.12334565,-1.774055533,0.4318787526,-4.99E-09
3102,-0.9276602236,0.8870617474,0.6119858222,0.6422688047,0.785980878,6.16E-10
3103,-0.9411309695,0.6938866373,-0.919041636,-0.01693448548,-0.2734060875,1.70E-10
3104,0.2727664007,0.6866205174,1.576545862,0.2174076569,0.5862675121,5.54E-10
3105,-0.3175371419,-0.6249910996,1.889265552,1.104024931,1.446313564,-3.60E-09
3106,-1.990611161,-0.3443240231,0.6243641278,1.409584682,-1.804408867,-5.39E-09
3107,-0.7058105668,-0.9901228099,-0.8842587654,1.796528612,-0.5628923369,5.04E-09
3108,1.837739773,-0.4075899134,-1.082816858,1.532754221,-1.801823623,-1.39E-08
3109,-0.5839863101,1.270332096,1.904287748,-1.14595775,0.9454171374,-5.29E-09
3110,-0.5723998531,-1.506106391,-0.2828053569,0.6005426787,-0.2216585878,-1.16E-09
3111,-1.398577038,-0.3115416252,-1.751349469,1.427570398,-1.947279655,-1.23E-08
3112,1.20206008,-0.9061861893,0.6855825061,0.6326548358,-1.421551514,1.93E-09
3113,1.709894179,1.83510847,-0.5831199117,1.350298749,0.114406207,-6.86E-09
3114,-1.590859213,-0.389061918,-1.557976446,-1.293573327,-0.7760634969,5.60E-10
3115,-1.676122121,-1.248030011,-0.7923558803,1.698375944,-1.63886458,1.05E-08
3116,-0.6046839104,-0.6743762449,-0.8683143795,0.2309580329,-0.8513148095,1.17E-10
3117,1.159003582,-1.84291448,-1.136764976,0.364265969,-0.1288664532,-1.57E-08
3118,-1.849062289,1.372050669,0.6039458751,-0.8079421438,-0.5105367237,2.28E-09
3119,-1.291229415,0.9264493492,1.976520283,1.924150288,-1.028586304,6.84E-09
3120,-0.8735578436,0.3852196395,0.1308582477,1.540314724,-0.8708164211,-2.64E-10
3121,1.337831558,-0.2724543617,0.3172267648,-1.31965006,-1.144708967,1.15E-09
3122,0.6528362208,-0.03473708866,0.4966449893,-0.5405826032,1.511255795,-1.38E-09
3123,0.2986995421,-0.297606823,1.102259881,1.531778963,0.9100303071,-1.35E-09
3124,1.93861791,-1.163610542,-1.47858748,-1.185860504,1.076244533,2.50E-08
3125,-0.067551346,0.2171233106,-0.6834126348,-0.3414096252,0.1013770572,1.27E-10
3126,-0.1770025444,-0.1887922344,-0.160470567,-1.122563823,-1.326032987,-1.97E-09
3127,1.722189996,-1.55208179,-1.132503327,-0.4626950296,1.468384906,2.81E-10
3128,-1.637870771,-1.678908927,1.629442794,1.822928896,-0.3734626163,2.78E-09
3129,1.162837884,0.8723440788,-1.144220851,-0.8061830456,1.228008179,-1.51E-09
3130,-0.6547976377,-1.424322634,1.851956284,0.9851613382,-1.73907015,-4.61E-09
3131,0.3209224577,-1.13914016,-1.90678826,-1.609937916,0.1599866422,1.84E-09
3132,0.7808288228,0.4040577687,1.629535229,0.05806382924,1.521070912,4.03E-09
3133,-0.5174893987,1.439469584,0.3783645821,-1.230895694,1.157639941,-1.64E-09
3134,0.1562319782,-1.604265678,-0.6016476501,0.02917480406,-0.9000750726,-5.79E-09
3135,1.108942981,1.145820738,1.675389092,0.04178546586,1.543044587,7.36E-09
3136,0.7285294066,-1.894834116,1.300626803,0.4760580246,-1.707175455,1.32E-08
3137,-1.220404693,-0.6499438434,0.3341387588,-0.806491328,-0.128997528,1.14E-10
3138,-1.815681953,-0.1242540258,-1.047637553,-0.5864355692,0.703318566,7.92E-09
3139,0.2927637053,1.368100053,-1.283501643,-1.513891649,1.503964548,-7.00E-09
3140,0.4982680738,-0.4071769721,-1.834596429,0.9188321272,0.5637842522,3.62E-10
3141,0.2729143635,0.6777091993,0.7374774792,-1.966641322,-0.09355941612,-5.36E-09
3142,0.2033123421,-1.618825496,1.174892125,1.38644816,0.3203868299,2.33E-09
3143,-0.2256206905,-0.9403188961,-0.4935033138,-0.9330853699,1.905837692,-5.59E-09
3144,1.688822438,-1.214259617,-0.7165051535,-0.5165040725,1.590516802,3.88E-09
3145,0.3584855577,-0.8042791458,-0.8274852117,0.01315178442,1.119579496,-5.20E-10
3146,1.82962917,0.7945019878,0.5810179232,-0.2560467024,-1.660951821,1.24E-08
3147,0.869455535,0.7588331055,1.441166923,0.6694083547,-1.732114243,5.48E-09
3148,-0.2222342633,1.597913082,-0.5660645074,-0.07794805523,1.618016565,-5.76E-09
