ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
3510,51.4293829,-41.10990573,-55.14650066,-49.26090057,-29.94819558,-2.209609656
3511,40.94575309,-56.96958725,-49.67309894,-55.85545703,-31.6142927,1.184337278
3512,-7.77429007,40.24694318,-48.74071663,-4.554580734,8.921502969,-66.61539952
3513,-63.8048451,59.72077458,13.80447147,30.17390604,-86.22875219,66.9337231
3514,21.61457081,-48.05303294,-62.04103377,77.5137096,82.74496353,45.37957941
3515,-66.7643855,55.19997091,12.86907857,39.10500066,-70.01467711,60.20260594
3516,-23.97680379,78.46753785,36.98373015,28.1359769,-50.14227229,-69.86469959
3517,50.61914679,-32.37940621,-50.34264681,-47.84252284,-38.19456097,-3.526103595
3518,12.01235637,-46.37435378,-57.0689429,72.3584402,78.42639697,63.90902364
3519,-17.57009817,-65.26304368,23.25179884,0.591719035,-59.29948114,8.392699109
3520,-71.37179304,57.26160199,5.922927832,19.70266007,-75.83574613,74.59310817
3521,-6.848553417,42.16546078,-40.93480496,-11.49175714,12.56233441,-71.39615866
3522,-86.24659192,55.30638114,14.55539119,36.39200947,-81.23690835,78.17370732
3523,54.33540246,-44.29837675,-37.67676711,-60.10726702,-44.37705767,4.980836036
3524,-11.87313078,66.50531203,21.86109011,12.64631098,-64.35814468,-50.06714005
3525,-45.24764098,-71.41990405,25.87786924,-3.571618748,-51.2772131,4.216086771
3526,-27.70441946,-64.15802066,8.4037587,-2.309266598,-59.79982162,7.312357915
3527,-13.89686499,44.7879231,-39.1936656,2.57358326,8.901245346,-75.23316654
3528,-35.34155842,-71.60702894,31.43485259,-26.98647005,-61.20727657,1.633240272
3529,-7.114061501,-41.25556168,11.03301432,-57.35623639,-46.22662358,-16.36703436
3530,-23.14436461,65.77814389,36.43142181,18.7923935,-44.21207369,-56.1704819
3531,-5.834612125,-27.44534804,21.40496965,-60.51641361,-25.35885467,-27.27939223
3532,-9.523269082,-45.12215212,22.00806514,-60.28917474,-40.07275768,-21.13234284
3533,-16.92220085,-47.43406889,13.79763657,-55.26305522,-29.98650736,-12.54209259
3534,-3.118211731,56.33914684,40.53088837,3.904395468,-56.27665243,-45.35418969
3535,-27.27033671,-72.91272876,21.76116072,-0.1747979422,-54.79438663,4.541756387
3536,-64.71568881,60.6871936,16.73504231,43.11652022,-77.55074026,66.632476
3537,-31.62342416,-54.03892567,48.46236025,-7.740732771,-53.88785248,13.16453654
3538,66.08641127,-36.46443321,-59.4690619,-51.38793297,-25.91345259,-5.062417993
3539,-20.66483059,65.20857362,30.26143238,11.77549049,-67.3426064,-58.05127927
3540,-83.52097614,73.61875037,15.12898427,42.7149741,-75.07312578,71.35618132
3541,20.48804277,-55.8678317,-67.61917086,69.88062273,73.3449187,48.33770218
3542,-5.399986312,50.17155559,-41.35974332,14.02781688,19.79972052,-66.6929551
3543,-4.141548312,-26.38871398,23.2649846,-50.96509428,-28.84844036,-22.30003875
3544,-0.488050485,-37.3741048,21.45845975,-42.13334552,-27.79216816,-7.06970255
3545,-79.1544927,53.30625737,16.88810179,36.19003294,-77.47521201,58.11769804
3546,-21.49880725,-72.2189981,35.78255075,-6.829952406,-56.74513939,6.170826006
3547,-13.30490202,-30.32108809,20.01059921,-50.36775944,-33.83992676,-26.53655317
3548,0.6792732422,-41.71596572,12.68963084,-49.70912587,-26.9315506,-16.42939569
3549,13.04767026,-53.92967243,-49.23733198,67.06755215,69.01458848,41.9731983
3550,42.99826801,-51.01145775,-57.91249001,-45.96021625,-34.98946159,5.563876288
3551,-22.58307721,58.24708172,39.32226778,11.46450069,-61.16254722,-73.08267936
3552,-10.53480118,65.92629552,26.8501094,14.01559262,-52.49452841,-65.20211095
3553,21.62869158,-55.18007728,-72.95940049,66.68753765,66.65451777,54.27330386
3554,-9.576550436,70.18790881,44.95444651,5.686182116,-56.07597363,-54.99686969
3555,-72.66858578,60.6979149,20.56638183,22.85964116,-76.51613888,77.81142908
3556,58.91001991,-45.07160174,-38.92598413,-46.76577814,-24.36646358,5.038611732
3557,-15.03050888,-26.16913467,25.01023244,-50.38107385,-26.66032594,-18.5710763
3558,2.003752962,41.91011902,-44.31455567,6.735198136,23.18088064,-68.67485044
3559,-67.90590257,48.89846262,25.70356524,26.66562256,-80.73000953,70.72601083
3560,-59.17064211,53.59762739,12.90876435,21.8380123,-65.25690686,74.0938576
3561,51.67132851,-37.88945308,-36.78895842,-42.29237659,-30.66693334,0.395112762
3562,-7.282572435,-37.18267106,2.924865809,-55.07233911,-26.26743027,-30.66981078
3563,-23.68720442,82.80822266,34.39229023,16.71543668,-46.88265526,-49.50707065
3564,-32.68352194,-59.1910666,33.85357007,-15.60158818,-58.41108642,2.907311816
3565,-42.38197187,-72.71990321,31.28070247,-2.73985068,-55.85034778,5.679947071
3566,-7.874641871,51.43354932,-52.83682361,7.785156355,8.768048649,-66.5175255
3567,-29.07050431,-64.06690868,29.90009268,10.76714404,-61.79998725,1.988737907
3568,-22.04476737,83.38306943,30.04196713,16.6698897,-52.16795041,-45.91550632
3569,-6.276441686,-33.69084794,10.64690613,-54.63847895,-26.93557744,-2.32036646
3570,-39.12108992,-52.95945302,21.03319518,-11.25741687,-36.34328081,5.476559558
3571,1.164667885,41.06232639,-37.10776256,4.491202335,24.66999406,-79.26878156
3572,-0.5804109119,49.16615269,-44.65537008,-14.51218655,16.48766124,-58.65702775
3573,18.33866156,-54.43687386,-58.78915131,76.62652448,83.05225006,44.02041713
3574,-73.11406668,47.85962009,11.11438596,36.64609285,-76.86830405,73.53456341
3575,-27.16875979,79.07097576,49.98754152,16.22294436,-49.39938172,-51.56467328
3576,-15.58765136,42.70339611,-55.9522656,-0.5884467295,8.017437036,-59.43385772
3577,-73.64370416,68.32468555,21.03551619,21.68413611,-79.96068171,78.36826044
3578,22.22409108,-40.06876408,-70.49015149,64.67224928,87.86964106,51.44983664
3579,-2.730528035,46.36709261,-55.39363316,8.570197095,17.48406374,-76.13533083
3580,-71.02023887,58.89081668,2.855068483,44.1499554,-83.16917991,85.58712439
3581,58.25605025,-45.49832408,-55.14804941,-44.42353839,-38.04871426,11.91464437
3582,-40.38640073,-52.70906045,36.70906856,-9.077777217,-56.54881947,-2.102648268
3583,-10.80453785,47.18774108,-38.19095846,7.863586986,-2.871788527,-66.33093176
3584,-10.00001883,36.07677874,-45.61675401,-10.85902562,11.40814396,-66.15175044
3585,24.22282417,-43.09448508,-67.90252309,74.18430516,70.00131958,55.90497348
3586,-22.70985418,-52.20197447,18.98851811,-3.824565165,-61.57895941,-2.407677076
3587,-2.998281089,48.2860121,-37.58394577,-5.8641087,19.11756181,-65.20673417
3588,-17.14499609,77.09386301,41.52542931,16.55526362,-49.33280391,-35.73672611
3589,-17.91136739,48.03447861,-51.67922624,-12.63487769,8.553890746,-57.51796467
3590,-4.197955902,-23.59527017,15.40951388,-63.88597458,-26.60666394,-21.91870347
3591,-5.131369769,37.61015768,-55.11340486,-1.843053539,7.753297906,-61.60061631
3592,-16.88909281,72.25259896,26.86129524,23.36444159,-72.71431113,-47.13845571
3593,-9.152332761,76.94855569,40.70385289,15.85424862,-41.34790024,-44.16651486
3594,3.678172782,52.641916,-55.51266242,-3.446754523,21.49856238,-68.46389106
3595,-71.71462229,60.26664694,8.655308829,38.11892279,-76.87893194,57.50887593
3596,60.86597942,-32.4900988,-45.61384841,-46.66758745,-20.61293368,11.376407
3597,-16.075684,35.41074163,-34.43125988,2.078350697,-0.8826944033,-55.59203639
3598,7.762063066,-40.15027109,20.7155087,-55.16835571,-14.24321257,-15.10410833
3599,-70.65936783,60.58690272,25.67704476,34.32682471,-68.91978529,58.48336135
3600,16.36889683,-54.96285713,-69.06506624,67.67311248,63.01779271,47.71413384
3601,-19.11911977,-73.15697611,25.52221058,-4.719473701,-56.69975217,-3.573776265
3602,-7.354599271,29.52484852,-46.13133826,-3.342926064,31.92987189,-75.31430335
3603,32.26207257,-59.83275623,-71.77041979,73.21189758,62.37413355,43.68428512
3604,-10.55303658,63.95686724,37.63401682,18.1156622,-44.63552839,-58.70707905
3605,-78.13982505,61.64251176,13.68114272,29.3368262,-76.12017762,64.4773157
3606,-29.39510178,-59.62333405,32.69394823,-12.54138206,-70.00225547,0.1314721002
3607,-64.46504365,43.25379256,17.94818729,34.35126337,-79.72570966,74.78710805
3608,-14.02142968,74.23958513,34.32555037,19.97730928,-68.88533479,-52.25003922
3609,-10.5125473,-27.26573915,25.80526451,-55.94423715,-47.65459355,-11.09879323
3610,-29.9737824,-52.59980238,29.5736471,-6.665726863,-52.27601295,6.031818282
3611,-68.15853485,63.64995818,16.0062462,27.98029651,-76.07338421,79.93681888
3612,-73.95511431,65.23065813,15.19052301,24.19967228,-80.56857379,76.11108948
3613,-62.78218712,62.56138468,7.862851913,44.40054447,-75.51121326,76.47918057
3614,-14.00794983,72.54655157,46.45372972,18.13716351,-40.03636564,-49.19671926
3615,-36.99371508,-66.5601568,25.81068628,-0.2494021563,-58.12402546,-10.24759497
3616,-13.45582425,59.82636017,30.05486794,25.61270238,-41.12116693,-43.07105478
3617,43.64446982,-40.33710969,-45.32360357,-52.4130987,-28.07521191,12.11692038
3618,-23.50149207,-51.53939945,33.2519398,-14.05381979,-45.95591515,10.39158093
3619,-22.61261171,79.89982771,33.82495676,2.105284933,-53.41625193,-53.52696262
3620,-15.64441494,68.31381323,43.34654504,3.608403768,-50.39861415,-51.39221745
3621,-22.85350717,-63.74242067,18.32741074,-10.63925375,-57.08499701,-14.47265409
3622,-27.06133043,-56.29733542,39.78692456,-14.43502315,-47.96008896,-6.517427141
3623,-69.91911213,56.39978557,26.43566653,34.32326258,-74.29608806,76.78134404
3624,13.43566436,-47.10707863,-70.39259446,65.0021573,69.43549921,52.19335905
3625,-17.83401879,45.22404977,-45.24502267,7.187696871,11.88997997,-79.8464827
3626,-31.96735488,-61.8341951,22.19013783,-20.89131771,-60.8332788,-12.59441191
3627,11.24938811,-54.16490865,-78.0829829,59.59759818,78.48893455,57.75549048
3628,-66.9724808,48.04362169,15.43221346,30.34433365,-80.39704648,67.84137601
3629,-3.191106963,-21.5189842,7.193900549,-48.91592267,-38.61133236,-16.58612427
3630,-11.18991867,-33.31633778,13.15404027,-38.58651779,-44.42624455,-20.37800508
3631,16.70891519,-41.28671485,-76.7580189,60.56109374,68.51448077,50.72210646
3632,-23.72521895,59.33206611,29.74962496,28.9278851,-58.51715439,-61.33049556
3633,-11.67778005,-38.10585959,18.33255545,-47.5461621,-16.89353226,-22.22025224
3634,-21.63624597,65.83887749,36.77325967,20.58865803,-36.30113465,-47.18619111
3635,48.32230473,-48.0649897,-50.29793447,-46.22365282,-27.68155503,7.722001212
3636,-16.90106463,-53.97330448,18.68553134,-5.518199251,-67.46187107,10.46606019
3637,51.12900019,-42.05607617,-44.15648299,-40.85129839,-18.66122702,6.560708133
3638,-13.59575672,71.1125542,42.04105569,12.13275497,-57.96257457,-52.9310081
3639,-21.85525323,-76.77911873,20.33878191,-6.631573637,-54.24310881,-0.8430795381
3640,-27.72289655,67.06849454,32.40244986,10.62010194,-40.61494969,-50.14197189
3641,-21.04201503,68.72469034,25.60941868,10.73679184,-52.51879076,-62.43378112
3642,-22.46040697,-68.41262429,29.15505779,-7.465168828,-64.65474031,-3.750474656
3643,-18.72676349,74.20933881,37.9171266,15.65357019,-54.85171097,-52.40780389
3644,-6.919891844,38.27961772,-48.95347303,4.408123147,16.66148785,-66.363196
3645,-11.99290818,32.52698416,-39.01028737,13.86107138,9.470723034,-59.37368253
3646,55.67480687,-40.13614172,-35.11116399,-54.06811624,-30.26262549,1.689266428
3647,-35.37894215,-63.03235194,27.92961774,-6.594230919,-46.167169,2.456915537
3648,55.98486521,-45.48654339,-45.39179668,-38.63680571,-26.49476815,-4.697305584
3649,-14.02252789,-35.72757649,28.6884303,-55.15692217,-36.52243637,-21.05985578
3650,-14.79850429,61.65278031,40.5044915,17.22189792,-36.64188044,-50.14926096
3651,-66.0769418,52.90703886,26.78790445,34.37392129,-68.59827659,72.93274701
3652,20.40036872,-56.62606277,-64.30800689,78.40032718,81.23652814,55.26496192
3653,49.16992002,-41.51726594,-58.19274293,-53.50255839,-28.42267759,-0.8520090109
3654,-12.95923018,36.82663804,-55.31855912,-2.90954538,14.52876294,-57.11203631
3655,-19.63007427,-56.54006317,26.2796723,-0.419280321,-48.26781151,-10.23549965
3656,-76.87852568,59.31379598,19.50442883,40.06552633,-68.87516298,73.79751003
3657,61.47134023,-37.12437264,-49.74170122,-43.18301667,-36.53484525,3.091385936
3658,12.99756183,-49.32869889,-65.95325907,65.12499231,80.12238533,42.97115545
3659,42.12591239,-40.5492876,-51.39076799,-47.22003125,-27.24657623,-7.892534612
3660,51.54062514,-56.72896613,-54.86440392,-47.25799455,-35.29362935,9.997925014
3661,-13.40629302,-73.04575269,21.91431575,-5.118178715,-63.35130969,-0.6872410175
3662,-4.195868344,-37.24200183,18.20281361,-57.84000847,-30.79648289,-8.644843145
3663,-6.673028426,-44.9384051,28.78378924,-52.03853183,-29.54613819,-25.88881821
3664,-17.24100522,-42.53341422,18.16615037,-67.54547757,-25.48500607,-19.10405481
3665,-26.37919165,-64.12101023,21.32876716,-4.897649381,-54.78880637,1.952453766
3666,2.230378093,39.98710036,-44.39193501,1.737249808,9.336660292,-66.05094875
3667,-29.90387772,-51.23835559,35.26331512,-13.91800586,-62.90819028,2.713865126
3668,55.248725,-58.46153187,-50.62172952,-51.1903692,-30.90354848,-1.057128951
3669,-18.64344409,-29.27796448,16.39404414,-62.93551692,-25.3246137,-14.57110401
3670,-10.73183442,45.65561656,-43.03017379,9.708003953,14.68657088,-80.83007966
3671,45.17516787,-57.18213665,-51.6714319,-35.48269063,-34.63101859,21.5418566
3672,-25.85589884,-64.14489264,20.51340193,1.961838455,-57.18473568,-0.9753276585
3673,53.91725862,-53.39610849,-44.26732184,-41.98738026,-40.64285521,17.27526527
3674,-27.16221331,64.27626359,29.71333712,10.12168068,-55.23890865,-54.842675
3675,19.57962523,-44.34323627,-56.02132227,63.38735544,70.39110132,44.78681007
3676,-20.76183771,64.18395476,34.4896479,4.353078474,-56.4112056,-54.97097232
3677,-55.21090147,37.2854927,-3.256280126,37.41455245,-72.17678171,77.07280324
3678,48.73591007,-40.4457559,-51.58891926,-47.86831388,-38.41935104,-8.190735557
3679,55.03243024,-46.73054969,-61.18206664,-55.34419978,-43.65631166,10.2487788
3680,20.42941839,-38.54011014,-75.18070936,72.86968665,75.0572594,36.20749494
3681,-15.0143163,-26.86052015,19.14814482,-54.2331392,-14.32364691,-21.53779477
3682,-16.47219841,-22.21285765,13.90583853,-65.12147177,-27.19465118,-18.54647619
3683,9.991148491,-43.13439387,-71.49715189,77.33837132,70.54839536,66.31270314
3684,17.01401286,-54.21277496,-60.84577226,60.93418849,78.67030924,40.08919478
3685,-23.62456454,-57.20416487,33.66396784,-11.45974173,-68.92432386,-6.72295896
3686,-0.9366453153,45.87826501,-52.67873839,-0.2933352734,16.89045001,-75.20374364
3687,-18.69779292,66.66207145,31.84455828,2.240762772,-56.93083984,-47.97028099
3688,17.87488645,-57.10313143,-71.06241644,69.04422737,78.76880743,50.18838648
3689,26.32160724,-46.36483534,-64.93712709,74.58037106,80.15103235,49.75397059
3690,19.95139809,-33.49974757,-59.79980348,75.60506463,73.91738694,37.20307786
3691,-63.16393318,57.83849195,17.42385704,36.95889245,-83.97667962,81.67388035
3692,-30.07766093,-51.43126433,36.34490377,-14.08134791,-65.43070384,-0.738583653
3693,-5.859529211,-31.93364574,16.03128959,-56.80683288,-39.93058556,-15.66699292
3694,-8.81902276,66.08251984,35.61689836,20.71136635,-49.31092002,-47.72325693
3695,17.18589838,-41.49925565,-75.494921,82.97484716,71.73361221,56.42190249
3696,48.05458595,-36.16994104,-47.72097243,-45.03810471,-37.81284273,-2.48600549
3697,-80.65891111,55.57289005,13.25089857,28.28862531,-72.77855723,80.76911279
3698,25.52418909,-52.87518681,-66.00384508,64.73743707,70.23252005,49.28708032
3699,-21.52776901,71.03063459,44.93240346,11.20599603,-50.1545305,-53.47006625
3700,-6.457248397,45.18137807,-39.37247041,7.414880003,12.79590943,-68.85104316
3701,-12.66347015,42.30377579,-37.97032323,2.943915732,11.39512488,-68.35178988
3702,-2.270915695,48.43162202,-58.63618333,-3.100770261,19.57584537,-54.87241529
3703,56.17777422,-47.17713201,-51.01734873,-54.87671776,-20.35574118,-1.143685561
3704,-10.43170102,-25.01360796,17.5020349,-50.95799885,-29.53546235,-13.67613722
3705,11.64173166,-40.96372469,-60.18792058,66.12819345,71.51324838,56.64904903
3706,-75.91490284,60.98196344,17.97284312,27.493076,-67.13455806,77.30325583
3707,-7.176461678,-32.0188165,25.15733484,-60.78735157,-38.97230856,-16.69611788
3708,-3.890158998,30.42404746,-48.50716457,4.128543287,14.65308337,-59.33850828
3709,-13.54952682,-35.23134578,1.135713813,-52.85619144,-44.38435204,-30.40002155
3710,-79.71944334,59.00195249,12.3620045,35.56853074,-79.02747493,70.56726827
3711,37.23110993,-49.64129401,-47.05614045,-41.50330087,-28.46733015,11.99058205
3712,-4.114180338,-24.24020333,20.9897772,-65.50292496,-37.52314376,-15.84191859
3713,-36.64908956,-62.21204955,34.86100446,-6.59583792,-51.42979542,0.799574908
3714,43.62201184,-41.14868661,-48.10816716,-68.59001545,-46.71611885,-4.038662168
3715,-16.25069619,43.09209037,-52.24084152,10.16281327,17.06351285,-78.7903469
3716,-17.26764885,-30.72003583,21.91857315,-48.49278898,-33.707238,-19.41592843
3717,19.4207532,-39.30754177,-69.20518242,74.22903566,74.37724881,38.33264527
3718,-6.300673783,38.36828219,-40.69754502,-8.621959815,10.21254858,-74.76580057
3719,43.82868564,-38.31723573,-43.59319723,-48.25513829,-38.2467029,-4.063655244
3720,-16.24119855,36.56959372,-47.53060291,-2.117528274,17.07211225,-62.59483436
3721,-33.2769712,72.02839918,44.32074999,6.725919436,-41.26512266,-50.0437108
3722,-65.54114809,57.4341631,16.87331028,38.62670462,-78.10275724,64.30988042
3723,-77.86416685,60.32707577,13.64515419,34.1171292,-70.23132406,60.24478758
3724,-79.96320849,72.49664763,13.08287673,30.56597053,-74.12912395,64.44017968
3725,-4.251744778,-34.89326953,22.00251153,-65.49831743,-45.94156578,-20.42723617
3726,-7.55275713,37.0125461,-41.99097836,8.448895871,7.348599073,-73.57297311
3727,-12.13179081,69.38376345,46.91079202,21.19466191,-55.4525977,-53.55910849
3728,-14.20974987,40.11353798,-43.16663861,1.069746205,25.88954582,-76.75815238
3729,14.24350773,-65.37825776,-71.46360983,63.10071756,67.9448113,39.93325348
3730,-3.118670843,44.84830944,-39.8702428,21.73548787,17.32731859,-56.79199356
3731,-35.03242011,-57.05794822,18.84673805,-7.750188818,-63.74788654,-11.78990175
3732,-3.395049036,-42.64102023,17.26516866,-54.25408212,-28.3782474,-19.23043423
3733,-67.46909777,44.03417518,16.46021428,42.12655311,-69.34278022,73.87131173
3734,18.66167358,-46.01369809,-70.95059358,55.26226635,70.32627208,60.16615073
3735,2.259329583,35.3696877,-41.79939496,10.38038544,21.78960031,-80.55529963
3736,50.18146646,-46.27889832,-46.84867386,-52.17257376,-26.21765935,-12.29339108
3737,-8.911792974,46.79607839,-46.76723883,-10.05984514,15.00078384,-71.44375648
3738,-32.3897277,-60.90354751,20.6308721,-5.777932111,-40.63372528,-2.034706081
3739,7.641130707,-55.15300325,-66.70601448,70.45828224,69.28744127,33.73936108
3740,-31.00665867,73.21352453,31.08870073,19.18759725,-58.31594347,-65.61101857
3741,6.046914231,-46.02353317,-70.66067928,69.96261476,58.65716577,48.63344183
3742,-20.94396752,62.68992953,41.6493821,3.00296497,-46.175511,-62.80273256
3743,-13.86853001,39.89395125,-48.13533252,-12.6051629,8.695795691,-73.78241352
3744,-72.29937727,62.34754639,11.31062187,37.81251649,-78.95723858,75.00508941
3745,-22.82189047,73.13416021,28.51646465,32.31379355,-46.41846843,-54.32508894
3746,-9.863275417,-33.41584198,28.17945753,-49.42564013,-27.85694392,-14.27656439
3747,-23.3686984,-56.66715525,25.271665,-6.00971932,-53.64273421,-2.948149436
3748,-21.53267135,77.02728817,48.29334638,18.27281305,-54.15790237,-56.48663001
3749,10.44344305,-52.9040773,-77.24961376,68.56069943,75.72162516,54.38764414
3750,-19.55469814,71.85811096,44.22224998,16.84608763,-49.62341356,-55.55623826
3751,-54.97475278,48.07086457,30.06347997,22.42311815,-68.67799516,68.01319635
3752,15.01967018,-46.21218216,-64.97324124,55.78311593,73.01620341,45.39381141
3753,-7.886579626,36.53389707,-49.6765701,-5.251302496,8.725491805,-63.46679045
3754,-6.26527683,-32.49460687,17.2250848,-50.54597275,-37.61315209,-19.52045094
3755,-19.71503485,76.30634783,54.20150977,28.43780154,-59.18169551,-56.44744059
3756,-66.34774619,47.07349121,24.73618674,34.41440096,-65.24388547,60.71226231
3757,-57.32270106,55.87989541,11.3098646,25.5092272,-80.41378557,84.67714844
3758,-13.97408281,56.46419818,-43.50700527,14.8515614,17.10126457,-74.5432393
3759,-9.857637163,-30.01062275,11.82344389,-69.1413132,-38.4623959,-34.41998034
3760,-7.649204324,48.93012474,-44.2127832,0.05303126397,18.85381997,-66.76795424
3761,-35.18824274,-55.22330416,31.40065129,-3.250000532,-59.49154051,-2.384309141
3762,0.2670112115,48.7732156,-41.01489918,4.894551822,17.47774571,-77.88523788
3763,-32.16097498,-61.88878504,30.1191122,-0.5384299145,-63.36220053,-5.216420577
3764,-24.92040524,56.05398823,32.97569774,22.20482934,-43.21894768,-48.00300015
3765,55.01276725,-39.78711391,-46.10710762,-40.90969047,-28.34351587,0.3012770747
3766,-3.542436735,28.35227409,-48.8637531,-2.342449843,13.91166142,-65.78232249
3767,-26.82642008,-65.85816494,31.82597211,0.8278436541,-53.70075309,0.7176209803
3768,51.55616271,-40.60051237,-51.2137043,-53.41646388,-25.03410829,3.13402494
3769,41.27144152,-40.81852304,-50.36677086,-49.72886962,-32.80395807,-3.129605134
3770,10.08044393,-53.09409162,-55.38578345,65.56594777,77.52075441,46.1092548
3771,53.4342136,-46.7515119,-67.46436744,-48.14065384,-21.31916168,-3.862580733
3772,-16.08142438,66.2531333,37.03753717,9.355502701,-38.49167334,-53.68289964
3773,24.38385467,-48.52225372,-59.33348692,63.24038495,70.74348172,37.45420336
3774,26.24883268,-43.66715431,-65.05404519,82.99682361,59.67185639,53.13713739
3775,-35.18272578,-57.35614063,21.5377734,10.84493424,-68.60605387,4.38817727
3776,-11.8002599,-36.52402374,13.36809732,-75.90946023,-32.44648362,-17.92931772
3777,-74.50435501,57.66628436,22.6887928,22.1943939,-57.35475125,73.77905769
3778,-4.789915209,53.20008735,-50.7104042,6.669835427,12.37022404,-63.77591601
3779,-61.47933507,65.02782956,4.182772166,22.96985384,-68.492812,71.15937117
3780,-10.3320133,44.81982236,-39.41885717,12.72435935,21.4243795,-86.46687946
3781,-34.71429908,-74.51146777,29.22317891,-2.616446493,-63.56604216,-2.349895157
3782,-7.951082338,46.16129544,-49.23476368,11.20803927,12.3319479,-70.45419099
3783,-12.17351816,45.37848656,-41.81849019,-3.521027989,6.16915309,-67.28328486
3784,-40.22636422,-64.90440326,36.37327812,-4.152119389,-53.36733812,2.917442196
3785,-2.295965021,-32.52764594,14.09516782,-44.85727372,-32.42301425,-12.30991661
3786,-11.43578568,80.62395177,42.57308787,24.08711114,-55.38557323,-57.43064171
3787,-4.574248553,-36.27812253,12.83185817,-60.72640134,-26.49340703,-16.12355551
3788,-59.54279314,64.95648921,12.89836028,34.17897241,-63.41048851,83.05510889
3789,22.22868154,-58.90657628,-58.42056791,71.38586886,74.22155723,38.59800818
3790,16.12216608,-58.52838081,-64.74794554,76.26001991,69.71802645,43.2932067
3791,6.127494422,-42.82602269,-71.53018532,74.44436607,70.69123963,45.28817062
3792,-35.63657991,-61.56990426,34.31515887,-10.49525822,-53.13608228,-11.74109808
3793,-22.21941949,-24.7206406,16.84540037,-59.75412682,-26.66685904,-20.41554886
3794,-4.587384773,52.29657418,-48.43165698,7.225760697,21.63749718,-62.8321739
3795,-20.70570124,70.12264825,32.9564402,12.25858693,-51.88966094,-59.99181251
3796,47.90745059,-26.0909437,-62.2738531,-52.3097906,-28.86365438,-14.0514246
3797,2.991202359,-43.50715651,-54.11866071,63.92265994,76.81852961,42.51535964
3798,-12.8610538,-21.057082,24.87889613,-55.75709407,-33.3451825,-18.54007354
3799,1.418632559,-33.84847418,9.39667189,-55.42135505,-30.51830904,-15.6178689
3800,-60.4767381,60.84327396,9.829822828,29.78552681,-76.62203904,65.19299794
3801,60.23897417,-40.97557611,-38.68723552,-41.13341147,-31.50335894,9.692415823
3802,-56.67323101,59.71559233,17.27629092,32.17320924,-57.21387347,86.10312313
3803,-75.15781922,55.70838877,4.212634322,24.62043134,-65.78737258,71.57959476
3804,43.77954919,-40.38853456,-58.69850558,-44.48586968,-29.52280625,9.096138242
3805,50.52248749,-52.48360508,-58.23616849,-48.2409567,-39.41868772,-2.904732315
3806,-32.88297592,-60.88454067,33.30637491,-11.54844146,-54.45771667,4.742735053
3807,20.2948197,-48.15984145,-62.25093886,73.00060518,78.66544587,38.23438504
3808,-25.0252501,67.70730132,30.69723779,22.57930128,-52.40167011,-59.99765247
3809,9.766256645,-59.09220713,-67.7894932,72.63741426,66.76139288,47.230545
3810,-5.281670252,63.55210791,31.71311644,17.72168174,-58.42676538,-57.30294937
3811,-21.29693299,68.75652259,27.80620537,4.905812375,-65.08531762,-48.37509156
3812,-9.004843315,-33.0773296,25.20557542,-68.0068148,-35.94106182,-19.94365029
3813,22.71283608,-55.35090479,-73.22980896,84.69346801,68.93028018,58.27542071
3814,-31.22068034,68.90217688,43.19515877,12.93284052,-50.16289188,-42.99136296
3815,-24.68953938,-62.05328085,24.84204682,-6.029574163,-72.61650079,1.208692389
3816,0.7300135105,-37.28180587,20.19740634,-53.68544699,-35.96803848,-16.78400061
3817,12.52277704,-25.27036171,15.44670306,-65.50780188,-36.74548503,-20.9791977
3818,20.31748256,-49.21581609,-67.84705908,70.33341217,73.30098261,49.16950788
3819,16.6270358,-52.103383,-65.62039039,82.94822476,70.20974236,32.80137355
3820,13.71984298,-58.2946804,-73.77336499,65.60429234,64.95736223,44.12783918
3821,-32.6915101,-46.9502535,19.96411474,-13.33799395,-54.47488227,3.91737698
3822,52.95690969,-43.34959164,-52.38818082,-59.65509267,-22.08117096,15.22891245
3823,40.39005476,-45.62710112,-42.48070366,-55.32904942,-33.85181381,-2.032007539
3824,-21.31353083,-58.57959149,35.49100578,-28.85222962,-45.59796397,-3.121202753
3825,-16.61920498,-40.62791825,24.44595627,-53.44987618,-39.65557594,-21.67984369
3826,-3.700018113,42.04370219,-45.39803174,1.410444544,27.36553064,-68.92582785
3827,47.67923633,-32.16155769,-49.63595696,-53.37904848,-20.78477578,-1.412478482
3828,-31.44724397,-46.33364644,24.23578532,-7.911292067,-64.59082461,-3.112123432
3829,19.27180934,-46.21746664,-63.33221396,63.46272307,65.24483047,46.79694055
3830,-66.50918573,68.26343456,9.911411329,33.91256303,-73.99444756,72.02250547
3831,-71.63069174,63.11368475,15.2288016,25.5797702,-80.53555916,76.96023841
3832,-8.376537594,-37.0110372,-0.2108482878,-39.93396305,-15.77075609,-19.5572645
3833,-14.44177218,-34.32506092,15.4952909,-47.35919166,-21.58388575,-14.51331238
3834,-68.9335032,60.34994437,26.60849697,26.61808706,-77.07374077,77.64008941
3835,-60.27980037,69.7958206,12.94431016,39.50108216,-73.58937896,58.37936561
3836,-21.29534467,78.00183131,26.51422736,15.7135968,-54.1690374,-56.943573
3837,63.3157945,-46.33229688,-41.98689577,-37.93747038,-21.11407021,8.54726519
